CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt
708784083,0,47,1,3,1,0,36,5,1,2723,1588,1135,0.852,4307
712838358,0,40,1,4,1,0,31,5,3,1438.3,0,1438.3,0.553,4702
714887808,1,43,1,1,1,0,36,1,2,1818,0,1818,0.758,2279
716581983,0,56,1,0,2,0,36,5,3,4384,929,3455,0.678,4792
716930133,0,43,1,3,1,0,36,3,2,1824,0,1824,0.797,4594
808981608,0,50,1,2,1,0,45,4,0,5452,540,4912,0.539,4220
709714008,1,50,1,1,0,0,39,6,3,9248,0,9248,0.613,2325
811942983,0,55,0,2,5,0,50,3,3,17627,1756,15871,0.757,4836
715565058,0,27,1,1,1,0,16,3,2,1438.3,0,1438.3,0.469,4479
714519408,1,44,1,3,1,0,36,2,3,5357,2139,3218,0.499,1979
719153433,0,49,1,4,0,0,38,4,1,2542,850,1692,0.723,4972
809127858,0,51,1,1,2,0,46,4,3,2275,1219,1056,0.639,4807
712740108,1,43,1,4,1,0,33,6,1,1706,0,1706,0.601,2371
720251358,1,54,1,2,1,0,36,6,1,3591,2517,1074,0.665,2313
713935533,0,44,0,3,2,1,29,5,3,19360,870,18490,0.532,3966
710243208,0,56,1,4,1,0,44,3,2,1707,0,1707,0.683,4846
708870408,0,53,0,4,1,0,43,6,1,3844,2079,1765,0.755,4271
795844983,0,45,1,3,2,0,39,6,1,2851,0,2851,0.482,3916
828294933,1,49,1,3,1,0,45,3,3,2951,2437,514,0.765,2519
713531808,0,38,1,1,1,0,28,6,1,1438.3,0,1438.3,0.813,4475
712307283,1,54,0,1,5,0,37,6,3,9090,2517,6573,0.661,2239
715778358,0,45,0,5,5,0,26,6,2,34516,797,33719,1.133,3643
778910883,1,53,0,2,4,0,34,4,2,1837,875,962,0.58,2169
710637183,0,48,1,4,0,0,40,3,3,2300,1906,394,0.803,4538
712781883,0,36,1,1,1,0,36,6,3,2611,537,2074,0.848,5121
709664658,0,40,0,4,4,0,27,4,2,22863,927,21936,0.569,4071
717574683,0,53,1,3,2,0,46,6,1,2192,1146,1046,0.622,4756
771497283,0,40,1,2,1,0,28,4,3,2917,1310,1607,0.757,4736
714991608,0,41,1,3,2,0,31,3,2,1438.3,913,525.3,0.981,4300
779848383,1,37,1,3,1,0,21,4,2,1784,577,1207,0.542,2348
715495308,0,43,1,4,1,0,36,5,1,8919,2231,6688,0.562,3923
712431183,0,52,1,2,1,0,37,4,1,2164,0,2164,0.688,5282
714895608,0,48,1,2,0,0,38,4,3,2792,1375,1417,0.854,4364
718324983,0,60,1,0,1,0,49,5,3,1634,1155,479,0.874,4522
713541033,0,39,1,1,1,0,32,4,3,2144,1557,587,0.775,4571
771989733,0,37,0,2,2,0,26,4,2,3664,1449,2215,0.712,4413
789698733,0,40,1,4,1,0,27,5,1,4788,1088,3700,0.808,4438
787514433,0,34,1,3,1,0,23,3,3,2164,1176,988,0.835,5075
811081083,0,48,1,3,1,0,43,5,2,1532,1183,349,0.617,4359
717371583,1,56,1,2,1,0,36,1,5,1883,400,1483,0.528,1954
715579233,0,44,1,3,2,0,40,4,3,3659,1356,2303,0.715,4861
781930233,0,47,1,2,1,0,37,6,1,2946,2338,608,0.58,4717
716825808,0,45,1,3,1,0,36,5,0,2697,2216,481,0.681,4063
757053408,0,47,1,1,0,0,40,3,3,3811,1970,1841,0.828,3578
788418933,0,35,1,2,2,0,27,5,3,1613,1085,528,0.659,5000
788898933,0,42,1,4,1,0,27,6,1,2043,0,2043,1.019,5198
712163433,1,47,0,3,2,0,29,1,4,1684,644,1040,0.723,2164
717343833,0,47,1,5,0,0,34,4,3,3127,2094,1033,0.709,4518
820868508,0,47,0,2,2,0,43,3,1,7106,736,6370,0.687,5192
789240258,0,50,1,2,2,0,35,4,1,2784,2458,326,0.798,4904
716951658,0,51,1,3,2,0,38,5,1,5536,0,5536,0.695,4281
718932633,0,45,1,3,1,0,35,3,2,1717,1156,561,0.647,4301
711487533,1,47,1,3,1,0,38,3,2,1438.3,0,1438.3,0.198,1687
715306983,1,42,0,5,3,0,36,1,3,1866,0,1866,0.798,2833
712771233,0,52,0,3,4,0,36,3,1,2516,1268,1248,0.751,4461
789637308,1,45,1,2,2,0,39,4,4,3076,0,3076,0.734,2580
717247383,0,48,0,4,2,0,36,5,3,7514,0,7514,0.514,4789
714842208,0,52,1,2,2,0,36,6,2,2804,1782,1022,0.698,4357
794172033,1,58,1,1,1,0,52,4,3,1817,0,1817,0.503,2347
713592408,0,43,1,3,1,0,28,3,2,2590,0,2590,0.63,3391
709314408,0,39,1,2,2,0,29,5,1,4938,1593,3345,0.7,4516
715957233,0,53,0,3,3,0,36,5,1,19940,2018,17922,0.42,4694
719414658,0,52,1,0,0,0,36,3,1,12366,0,12366,0.738,4880
719632683,0,40,0,3,2,0,30,6,3,2583,2235,348,0.508,4500
708136908,0,62,1,0,1,0,53,5,2,2616,801,1815,0.719,4655
721393083,0,52,1,3,2,0,45,5,1,6053,577,5476,0.85,5035
714520233,1,59,1,0,1,0,36,2,2,1708,0,1708,0.443,1992
709455108,0,49,1,4,1,0,33,3,1,2393,1667,726,0.974,3768
767058183,0,53,1,1,1,0,46,5,3,3424,1333,2091,0.667,4485
770800683,0,48,1,3,1,0,35,3,3,2640,2133,507,1.008,4956
779651058,0,59,1,0,2,0,42,6,2,1931,1409,522,0.887,4797
710443833,0,50,0,2,5,0,38,4,2,2123,995,1128,0.626,4516
717725433,1,54,1,2,2,0,44,3,2,1606,0,1606,0.763,2258
720600858,0,41,0,4,3,0,26,5,2,5633,1395,4238,0.542,3695
717797658,0,57,1,2,1,0,45,6,2,1438.3,740,698.3,0.698,4970
779458383,0,50,1,3,1,0,32,6,3,2590,2087,503,0.7,4248
788767983,0,43,0,5,3,0,24,3,3,4556,0,4556,0.961,4273
711994458,0,47,1,4,0,0,39,6,0,1537,0,1537,0.712,4234
713948808,0,55,0,3,3,0,47,3,2,1602,962,640,0.834,4873
710456658,0,50,1,4,1,0,31,4,1,2080,1799,281,0.651,5130
771531708,0,46,1,2,0,0,34,6,1,7565,887,6678,0.81,4683
713546883,0,47,0,2,3,0,29,5,3,4786,1553,3233,0.61,5039
711447783,0,53,1,2,1,0,38,4,3,2375,1353,1022,0.804,5000
713746608,0,48,1,2,0,0,37,3,2,8446,908,7538,0.604,4240
718020408,0,60,1,1,1,0,36,3,3,1977,545,1432,0.901,4393
719475633,0,42,0,3,4,0,30,6,3,13908,0,13908,0.719,4319
719654283,0,52,1,2,2,1,42,3,2,19220,0,19220,0.997,4642
720114633,0,44,1,5,1,0,30,3,1,2709,1726,983,0.698,5056
816315558,0,38,0,1,3,0,33,5,1,1503,879,624,0.776,4439
712567083,0,51,0,1,4,0,36,5,2,9186,0,9186,0.658,4986
711302883,0,50,1,0,1,0,46,3,2,2165,1392,773,0.734,4194
719775408,0,41,1,4,0,0,36,4,3,1438.3,0,1438.3,0.585,5020
712070208,0,61,1,1,0,0,50,4,1,6673,2458,4215,0.625,4141
718641483,0,53,1,3,1,0,42,3,1,2404,1109,1295,0.639,4519
710690733,1,47,1,3,1,0,35,4,2,1666,0,1666,0.92,2816
718441308,0,41,0,2,3,0,31,3,3,8228,1935,6293,0.627,4933
772243833,0,54,1,0,1,0,43,4,3,3186,968,2218,0.696,4077
711992133,0,53,1,1,1,0,41,4,2,2596,868,1728,0.743,4801
779084208,1,43,1,3,1,0,24,4,2,1662,613,1049,0.868,2326
715304958,1,42,1,3,1,0,27,6,2,2053,0,2053,0.866,3053
713179083,0,32,1,2,0,0,25,3,1,3193,1533,1660,0.936,4419
709836258,0,45,1,4,1,0,41,5,2,1927,1337,590,0.667,5127
715950483,1,39,1,1,2,0,27,3,3,2821,725,2096,0.704,2397
798281808,0,48,0,4,3,0,42,5,3,3879,1214,2665,0.924,5158
720414558,0,56,1,2,1,0,36,6,1,1971,922,1049,0.762,4827
713509908,0,48,1,2,0,0,35,3,1,1755,1058,697,0.697,4719
711919608,1,42,1,3,1,0,36,4,2,2031,1720,311,0.713,2702
709993158,0,46,1,2,1,0,31,5,0,2330,1584,746,0.78,3917
767815233,0,46,1,3,1,0,40,6,2,1438.3,0,1438.3,0.714,4283
717624708,1,59,0,2,1,0,51,6,3,1438.3,0,1438.3,0.734,2589
720015183,0,60,0,1,5,0,46,6,1,5130,2048,3082,0.776,4601
778236858,0,54,1,2,0,0,42,4,1,11794,1018,10776,0.898,5547
789095958,1,50,0,1,3,0,38,4,3,7603,744,6859,0.711,2497
713736333,1,41,1,3,2,0,36,1,4,3606,0,3606,0.37,1829
717836733,0,49,1,1,1,0,36,6,1,5153,1378,3775,0.744,4274
712619808,0,47,1,3,1,0,36,3,1,2500,1169,1331,0.638,4265
712221408,0,42,0,4,2,0,33,5,2,2654,1489,1165,0.668,4767
714213708,1,35,1,3,1,0,25,4,2,3611,2517,1094,0.537,2178
720289533,0,47,1,4,0,0,42,5,3,1882,1143,739,0.638,4536
709469658,0,47,0,3,4,0,36,3,2,7421,0,7421,0.708,4353
772323033,0,44,1,4,1,0,33,3,2,4606,1556,3050,0.676,4363
742572558,0,32,1,0,0,0,25,5,1,12268,1165,11103,0.832,4905
718848183,0,50,0,2,4,0,42,6,1,9873,1276,8597,0.791,4613
719034183,0,46,1,3,1,0,38,5,3,1555,1366,189,0.704,5490
720142308,1,52,1,2,1,0,36,5,4,2160,0,2160,0.645,2360
771872733,0,38,0,0,3,0,26,5,1,3809,1521,2288,0.692,4666
718816158,0,44,1,3,1,0,33,3,3,5362,1984,3378,0.664,3851
720003558,0,43,1,1,1,0,32,4,3,1834,1416,418,0.868,5653
818993508,0,52,1,3,1,0,47,4,2,2577,879,1698,0.74,5021
715672458,0,47,0,5,3,0,36,6,2,2721,1264,1457,0.796,4557
789820308,0,50,1,3,1,0,40,3,2,2925,2065,860,0.692,3913
819688458,1,44,1,5,1,0,39,6,2,1545,0,1545,0.749,2646
710785383,1,49,1,2,1,0,39,3,1,2212,0,2212,0.942,2394
712837233,0,46,0,2,5,0,36,3,3,13001,1482,11519,0.552,3671
713597658,1,36,1,3,1,0,22,3,1,2784,2378,406,0.525,2021
713953383,1,50,0,1,3,0,36,4,2,2317,0,2317,0.734,2214
716891583,0,41,1,3,1,0,36,5,0,1867,970,897,0.828,4537
716510658,1,50,1,0,1,0,38,4,3,2595,2353,242,0.924,2526
708125733,0,46,1,2,1,0,36,4,1,1438.3,0,1438.3,0.906,4311
716484333,0,46,1,2,1,0,40,6,2,1696,1177,519,0.686,4410
708519108,1,46,1,1,0,0,24,3,2,2694,1576,1118,0.494,2041
719740008,1,51,1,4,1,0,41,3,4,2791,940,1851,0.813,2584
717087858,0,51,1,1,2,0,36,3,1,2146,967,1179,0.569,4253
711605208,1,61,0,0,4,0,43,3,5,1438.3,0,1438.3,0.7,1958
714882258,0,38,1,2,0,0,36,6,2,1438.3,730,708.3,0.921,4583
792300858,0,44,1,3,2,0,38,3,2,4269,1852,2417,0.682,4178
766550808,0,45,1,3,2,0,38,3,1,4195,2440,1755,0.889,4430
718941183,0,48,1,1,1,0,38,5,2,1832,748,1084,0.879,4376
708516558,0,37,1,2,1,0,36,3,1,2588,1782,806,0.546,4159
709350783,0,63,1,0,1,0,36,6,1,4847,1856,2991,0.61,4712
771230508,0,46,1,4,2,0,33,4,1,2423,429,1994,0.625,4717
710978058,0,50,1,0,2,0,41,6,3,7507,1697,5810,1.098,4651
713405133,0,51,0,2,5,0,43,5,3,5232,1923,3309,0.629,4976
710723958,0,43,1,3,0,0,32,5,1,1438.3,491,947.3,0.494,5016
823840458,0,47,1,1,0,0,43,4,2,1828,1517,311,0.661,4542
791754258,0,49,1,5,0,0,43,4,2,2557,2351,206,0.807,4342
789472833,0,42,1,2,1,0,33,3,1,2283,1690,593,0.874,4377
711099408,0,35,1,4,1,0,25,5,3,2684,1658,1026,0.669,4657
745853283,0,38,1,1,0,0,31,3,3,7234,0,7234,0.899,5198
717790233,0,37,1,2,2,0,26,3,3,1438.3,743,695.3,0.561,4730
818791833,0,42,1,3,1,0,37,4,1,2730,1303,1427,1.308,4750
714981483,0,50,1,3,0,0,38,4,1,2808,1720,1088,0.836,5137
719373558,0,42,1,3,1,0,36,6,1,6275,0,6275,0.79,4308
823609383,0,43,1,4,2,0,39,4,3,1438.3,0,1438.3,0.68,4528
714408933,1,44,0,4,4,0,36,4,2,10834,0,10834,0.522,2249
713661933,0,44,1,1,1,0,33,5,3,1522,0,1522,0.783,4835
716218908,0,48,1,4,0,0,39,6,1,2845,919,1926,0.652,2635
818710233,0,41,1,2,2,0,36,6,3,2329,1271,1058,0.729,4382
719463708,0,47,1,1,2,0,34,5,3,2099,1164,935,0.717,4471
817958733,0,42,1,2,0,0,37,6,1,5099,958,4141,0.607,4025
708397008,0,54,1,4,0,0,43,3,3,3805,821,2984,0.807,4326
720547533,0,47,1,2,0,0,32,3,1,11438,0,11438,0.815,4346
708780783,0,43,1,3,2,0,33,4,3,2434,1169,1265,0.689,4739
758178558,0,44,1,3,0,0,37,3,1,4703,1555,3148,0.932,4127
716237508,0,44,1,5,0,0,36,4,2,5254,2507,2747,0.751,4501
714735033,0,45,1,5,1,0,34,4,2,1438.3,491,947.3,0.708,4376
709726158,0,40,1,4,1,0,26,5,0,2206,1110,1096,0.746,5196
770909433,0,50,1,2,2,0,37,6,1,3600,1904,1696,0.72,4946
822121608,0,46,0,2,3,0,42,3,2,7116,693,6423,0.759,4759
717278808,0,37,1,3,1,0,28,4,1,1788,0,1788,1.001,3511
712640583,0,60,1,0,0,0,51,4,3,7508,2148,5360,0.89,4950
716099958,1,39,1,5,2,0,31,3,6,3333,1867,1466,0.947,3348
788772708,0,50,1,2,0,0,31,5,3,13745,0,13745,0.53,4432
712795833,1,34,1,4,1,0,36,2,4,5021,2517,2504,0.587,2270
718892283,0,43,0,2,2,0,34,3,1,4396,0,4396,0.592,4771
720294258,0,40,1,4,1,0,30,4,2,2558,0,2558,0.728,4635
721181883,0,30,1,0,0,0,18,4,3,9641,0,9641,0.907,4710
712098033,0,38,1,1,0,0,36,3,1,12621,912,11709,0.64,4945
712593933,1,40,0,3,2,0,36,3,4,2313,0,2313,0.673,2249
711343233,0,53,1,3,1,0,36,3,3,1438.3,1183,255.3,0.841,4551
712394283,0,44,1,4,1,0,30,4,2,1791,1314,477,0.725,5109
790021233,0,52,1,3,1,0,44,3,2,2300,1598,702,0.813,4287
711890808,0,42,1,3,1,0,36,4,2,2526,2048,478,0.716,4267
714164808,1,42,1,4,2,0,33,4,2,2918,0,2918,0.559,2056
825850383,0,53,1,2,0,0,49,4,3,6074,0,6074,0.697,4303
789533133,0,45,0,3,3,0,37,5,2,4995,1766,3229,0.76,4389
779523258,0,34,0,2,2,0,17,6,1,3323,1062,2261,0.729,4610
719617758,0,56,1,1,1,0,48,3,3,2464,1794,670,0.682,4610
779858058,0,34,1,2,1,0,18,4,3,2730,0,2730,0.648,4530
710423358,0,35,1,1,0,0,29,4,3,1438.3,966,472.3,0.871,5249
710500983,1,43,0,2,4,0,34,2,3,4617,1035,3582,0.36,1779
711851583,0,50,0,2,5,0,42,6,1,8220,1015,7205,1.063,4794
779405133,0,40,1,3,1,0,29,4,1,5716,623,5093,0.673,4387
719410083,0,49,1,2,1,0,36,4,0,1635,1220,415,0.565,4807
796196733,0,52,1,2,2,0,46,4,3,4259,0,4259,0.59,4389
711904008,1,40,0,4,3,0,36,4,5,5869,0,5869,0.642,2203
717666783,1,56,1,3,1,0,46,1,3,2272,1350,922,0.762,2354
719911458,0,49,1,5,1,0,36,4,3,2598,1848,750,0.547,4396
787506558,0,50,0,3,3,0,38,4,1,10762,703,10059,0.548,4509
719046558,0,39,0,2,3,0,36,6,3,1982,1751,231,0.843,4313
708291633,0,33,1,2,0,0,21,3,3,4651,2499,2152,0.766,5097
720731808,1,52,1,3,1,0,38,2,4,2437,0,2437,0.912,3068
745124658,0,42,1,3,1,0,35,5,1,2563,1579,984,0.924,4838
789907533,1,49,0,3,4,0,40,4,3,4576,193,4383,0.85,3100
716466483,0,44,1,3,2,0,34,3,3,2245,1342,903,0.687,4624
715919283,1,39,1,4,2,0,36,3,3,1776,0,1776,0.518,2201
756736008,0,45,1,2,1,0,38,3,3,2911,1471,1440,0.871,4450
772857558,0,47,0,4,3,0,30,4,3,2257,896,1361,0.68,4618
709246683,0,62,0,1,0,0,36,5,1,18457,2248,16209,0.578,3603
714559458,1,46,0,4,3,0,36,4,1,1681,0,1681,0.464,1953
778405458,0,52,1,2,0,0,32,6,3,1461,0,1461,0.676,4633
772150983,1,48,1,3,1,0,37,4,1,2363,978,1385,0.662,2635
715128408,0,49,1,2,1,0,36,5,3,1438.3,863,575.3,0.605,4482
717856983,0,42,1,5,0,0,29,3,3,1840,1267,573,0.605,4515
778231983,0,49,1,4,2,0,39,6,3,7382,1326,6056,0.806,4792
823908858,0,51,0,4,4,0,47,4,2,3861,622,3239,0.794,4816
798011733,0,53,1,3,1,0,47,4,2,1562,751,811,0.925,4574
717945108,0,49,1,3,2,0,36,6,2,3088,1477,1611,0.748,5095
712560558,0,55,1,3,1,0,42,5,1,1438.3,0,1438.3,0.612,4660
711391308,0,46,1,4,2,0,34,6,3,2168,1704,464,0.725,4584
717688233,0,34,1,4,2,0,28,6,0,2432,851,1581,0.873,4760
721093608,0,44,0,2,2,0,31,5,1,2197,0,2197,0.921,4548
712669983,0,39,0,3,4,0,30,5,3,10009,1604,8405,0.449,4347
790017858,0,47,1,3,2,0,36,6,2,3979,1319,2660,0.85,4598
712012758,0,49,1,2,1,0,41,5,3,2189,1860,329,0.834,4195
720249183,0,46,1,2,0,0,31,5,3,8243,927,7316,0.568,4503
821813058,0,42,0,1,4,0,38,4,1,11946,1172,10774,0.614,4862
778152108,0,31,1,0,1,0,23,4,3,2239,1256,983,0.605,4986
720563958,0,48,1,3,0,0,38,6,3,4025,0,4025,0.887,4445
719633508,0,52,1,1,1,0,39,3,1,1663,0,1663,0.707,4875
716689383,0,39,1,2,2,0,26,4,1,3649,929,2720,0.633,3964
711420258,0,43,1,4,1,0,36,5,2,1438.3,0,1438.3,0.705,4432
713177808,0,57,1,3,1,0,51,5,0,2894,0,2894,0.886,5405
708897408,0,46,0,3,3,0,36,4,3,1621,787,834,0.551,4719
710855508,0,45,1,3,1,0,33,4,1,2740,1786,954,0.597,4327
710115108,0,45,1,2,2,0,37,5,3,5562,1556,4006,0.751,4568
713920158,1,41,1,3,0,0,36,2,1,13733,0,13733,0.325,1591
715303608,0,46,1,4,1,0,36,5,1,2374,1332,1042,0.686,4253
710897133,0,51,1,3,1,0,36,5,2,2267,1357,910,0.697,4464
772813458,0,48,1,3,0,0,39,3,2,6130,1741,4389,0.578,4264
712998033,1,37,0,3,5,0,36,3,2,7361,0,7361,0.59,2109
712843983,1,41,1,2,1,0,36,3,4,1569,257,1312,0.408,2288
717947508,0,47,0,3,4,0,34,5,3,1626,1013,613,0.826,5262
719279208,0,35,1,1,1,0,36,3,2,2158,1299,859,0.733,4946
711365133,0,43,0,1,3,0,31,4,1,2283,1470,813,0.935,5100
720328008,0,57,1,1,2,0,42,3,1,2542,1884,658,0.715,4518
718183833,0,30,1,1,1,0,18,4,1,1438.3,0,1438.3,0.6,4322
717985158,0,47,0,2,2,0,37,3,1,2335,1373,962,0.876,4267
771928608,0,34,0,1,3,0,23,6,1,2033,1832,201,0.938,4110
713355708,0,41,1,3,0,0,31,4,3,4739,1878,2861,0.719,5238
816761433,0,36,0,2,4,0,31,5,3,5821,764,5057,0.688,5291
714245358,0,47,1,3,1,0,36,3,2,2182,1566,616,0.574,3935
716313858,0,53,1,3,1,0,36,6,0,3319,913,2406,0.612,4560
714868608,0,52,1,4,1,0,36,6,1,3021,1530,1491,0.731,4105
717273333,0,49,0,5,4,0,37,3,2,29219,0,29219,0.77,4575
711631158,0,52,1,2,1,0,42,6,2,1438.3,869,569.3,0.821,4664
714127383,1,48,1,3,0,0,36,3,2,4431,2517,1914,0.499,2185
790204983,0,46,1,2,0,0,40,4,3,3131,0,3131,0.811,4507
822051858,0,26,1,0,1,0,22,3,3,1486,0,1486,0.734,4535
715144383,0,40,1,3,0,0,36,3,2,6384,2034,4350,0.493,4413
717971208,0,39,1,5,1,0,28,3,2,2077,0,2077,0.59,3647
718829358,0,40,1,3,2,0,32,3,2,1956,958,998,0.789,4977
779380908,1,51,0,1,4,0,39,4,4,24462,946,23516,0.475,1709
714144258,0,43,1,3,1,0,34,6,1,2725,2517,208,0.482,4430
797666358,0,46,1,4,2,0,40,6,1,1474,843,631,0.751,4452
709965858,0,46,0,1,5,0,28,4,3,9880,1792,8088,0.804,4609
779980758,0,58,0,2,3,0,46,6,0,2467,1176,1291,0.811,4744
811775883,0,46,0,4,3,0,41,4,1,5397,2336,3061,0.67,4734
799720158,0,50,0,1,4,0,44,3,2,3370,1133,2237,0.722,4726
713011683,1,37,1,3,0,0,24,4,4,11239,0,11239,0.32,2055
713503983,0,55,1,3,2,0,36,5,3,2240,1231,1009,0.637,3623
712137033,0,52,1,2,0,0,45,5,2,2737,1719,1018,0.657,4725
715910883,0,48,1,1,1,0,40,5,3,4170,1384,2786,0.77,4532
718142958,0,46,0,4,3,0,27,3,2,21839,960,20879,0.566,5623
719359458,0,49,1,2,1,0,42,6,2,1991,0,1991,0.954,4527
714869958,0,55,0,2,5,0,36,6,3,29795,2364,27431,0.759,3949
771163533,0,52,1,1,2,0,39,3,1,1438.3,635,803.3,0.744,4617
709028208,0,44,1,2,0,0,37,6,2,24221,1274,22947,0.452,3361
719834208,0,42,0,2,3,0,35,6,2,2131,1288,843,0.797,4264
779305008,0,41,1,4,1,0,23,3,2,2787,2053,734,0.76,4949
714506583,0,48,1,4,1,0,38,4,1,1438.3,0,1438.3,0.647,4601
712677633,1,42,1,0,0,0,31,3,4,2712,0,2712,0.724,2307
708450033,0,43,1,3,1,0,13,6,1,2605,2269,336,0.881,5298
719606133,0,42,0,2,3,0,31,3,1,5169,2296,2873,0.773,4656
789772983,0,49,0,3,4,0,38,3,3,4694,0,4694,0.582,3798
720656883,0,50,1,3,1,0,40,3,1,1848,501,1347,0.653,4600
718108758,0,43,0,2,3,0,36,3,2,6039,1759,4280,0.479,4538
709408983,0,54,0,2,5,0,42,3,3,5256,889,4367,0.559,5078
771592458,0,48,1,1,1,0,36,6,3,1708,1059,649,0.764,4880
778932633,0,57,1,2,1,0,40,5,2,1629,1185,444,0.766,4897
708669408,0,54,0,5,3,0,45,6,3,20401,0,20401,0.723,4637
779947908,0,56,0,2,5,0,45,3,1,3296,1435,1861,0.968,4327
716007708,0,48,0,2,5,0,37,3,2,8956,1279,7677,0.864,4814
767574108,0,49,1,1,1,0,43,4,2,1438.3,786,652.3,0.609,4094
720777558,0,46,1,4,1,0,38,6,2,2671,1713,958,0.732,4519
816841083,0,58,1,3,1,0,53,4,1,2493,1566,927,0.767,4867
778849908,0,59,1,1,1,0,40,3,1,2687,2452,235,0.817,4697
708745983,0,37,1,2,2,0,36,4,2,2208,1559,649,0.51,4686
713381433,1,38,1,1,1,0,28,3,3,4196,731,3465,0.485,1868
779404383,0,47,1,5,0,0,36,6,3,12581,1235,11346,0.611,4427
718607883,0,41,0,3,4,0,30,4,2,17890,2517,15373,0.983,4831
710542983,0,48,1,4,1,0,21,4,0,1930,0,1930,0.815,5033
709769283,0,36,1,4,0,0,16,6,3,8513,0,8513,0.631,4162
721253508,0,40,0,3,4,0,36,6,1,9599,2356,7243,0.791,4754
801037833,0,38,0,2,4,0,32,6,3,3192,2517,675,0.658,4236
711452583,0,43,1,4,0,0,36,6,1,2778,2517,261,0.796,4575
716697708,1,61,1,1,0,0,52,3,4,3293,0,3293,0.838,3121
708176208,0,48,1,1,2,0,36,4,1,7268,0,7268,0.691,4199
716474358,0,43,1,3,1,0,35,5,2,1721,729,992,0.902,4853
713121408,0,38,0,3,4,0,30,5,2,3976,1667,2309,0.929,4372
794567133,0,52,1,2,1,0,35,5,3,1954,808,1146,0.826,4897
717609633,0,44,0,3,5,0,32,6,2,12725,1759,10966,1.056,4139
708899283,0,40,1,3,0,0,28,3,3,2690,1935,755,0.593,4917
772415808,0,48,1,5,2,0,38,3,1,2926,716,2210,0.949,4219
716176683,0,46,0,4,4,0,33,5,1,2371,1748,623,0.663,4460
709245783,0,44,1,3,0,0,27,5,1,7751,1965,5786,0.782,4543
720507108,1,42,1,3,1,0,28,3,2,1601,0,1601,0.63,2339
716751858,1,34,1,1,1,0,36,2,3,2401,496,1905,0.647,2597
712829808,1,39,0,3,3,0,29,4,4,2187,0,2187,0.467,2031
711900033,0,57,1,0,0,0,46,5,1,4661,1734,2927,0.789,5242
712566258,0,40,1,2,0,0,27,6,1,8494,2023,6471,0.871,4486
712732908,0,36,0,4,4,0,36,5,1,2262,1450,812,0.735,4116
717908208,0,43,1,3,1,0,36,6,2,2525,1595,930,0.78,4859
826136283,0,38,1,3,1,0,34,3,2,2450,1981,469,0.712,4352
778714833,0,36,1,4,0,0,18,4,2,3926,1760,2166,0.874,4890
779302233,1,40,1,4,1,0,22,4,3,1438.3,0,1438.3,0.695,2502
778659108,0,51,1,2,0,0,31,6,1,4789,2203,2586,0.847,4718
720374808,0,41,1,2,1,0,34,6,3,2864,1928,936,0.769,4641
719592483,0,43,1,5,0,0,34,6,3,4607,2440,2167,0.646,4825
714702033,0,43,1,4,1,0,34,5,3,1971,979,992,1.024,5446
717042333,1,53,1,2,1,0,44,3,3,1473,0,1473,0.92,2836
779122908,0,55,1,3,2,0,37,5,2,3187,1437,1750,0.79,4511
710676483,0,38,1,2,1,0,36,4,2,5589,0,5589,0.787,4064
827712108,0,42,1,5,1,0,38,5,2,2346,1373,973,0.73,4432
769200858,0,34,1,4,1,0,28,3,3,1438.3,0,1438.3,0.726,4626
779114283,0,40,1,5,1,0,22,3,2,1826,944,882,0.686,4528
771061008,1,40,1,2,2,0,27,4,3,2208,0,2208,0.695,2659
716201133,0,35,1,2,1,0,36,4,1,1476,0,1476,0.592,4279
817968783,0,51,1,3,1,0,46,6,1,2927,1499,1428,0.649,4670
826480308,0,53,0,3,4,0,49,5,1,4778,1869,2909,0.743,5489
720307683,0,43,1,4,1,0,36,3,2,1438.3,743,695.3,0.624,4484
709618308,0,46,1,3,2,1,40,4,1,16239,1487,14752,0.531,3838
710119233,0,37,0,1,5,0,26,5,1,11726,1925,9801,0.855,4186
789419658,0,47,1,4,0,0,38,3,1,1438.3,0,1438.3,0.68,4503
789800358,0,45,1,3,1,0,34,6,3,2647,1288,1359,0.765,4730
715466133,0,50,1,1,0,0,40,3,1,2492,1410,1082,0.835,4374
717659883,0,46,1,2,0,0,36,3,3,2418,1106,1312,0.963,3541
781942983,0,50,0,1,5,0,44,5,1,17827,0,17827,0.846,5010
712755783,0,49,1,1,2,0,40,3,3,1438.3,0,1438.3,0.675,3886
779551533,0,54,1,3,1,0,39,4,3,1764,0,1764,0.651,4857
714405183,0,47,1,3,1,0,36,4,2,1776,1519,257,0.917,4295
801783108,0,46,0,3,5,0,40,6,3,1438.3,0,1438.3,0.681,4833
779839758,0,47,1,2,0,0,31,3,3,1491,0,1491,0.716,4634
820648608,0,46,1,2,1,0,41,3,3,2552,1879,673,0.888,4153
787587033,0,42,1,4,1,0,32,3,2,2996,1992,1004,0.948,4463
813967983,0,44,1,2,2,0,39,4,2,1701,775,926,0.847,4471
718067658,0,53,1,3,0,0,40,6,1,3998,0,3998,0.638,4223
709952658,0,46,1,3,1,0,33,6,2,3025,2491,534,0.45,4460
